UserID,Age,Gender,Location,BrowsingHistory,CategoriesExplored,ClickThroughRate,RatingsGiven,ProductName,Category,Price,Brand,Specifications,Description,Tags,ImageID
U0141,42,Female,"Sydney, AU",Book,Apparel,0.58,3.1,Dell XPS 13,Laptop,1118,Dell,"OLED display, 128GB storage",Premium headphones,gym|lightweight,IMG0141
U0142,58,Female,"New York, US",Mouse,Electronics,0.63,4.9,iPhone 14,Book,364,Dell,"Cushioned, breathable",Advanced smartphone,gym|running,IMG0142
U0143,19,Female,"Sydney, AU",Book|Mouse,Books|Apparel,0.78,4.2,Dell XPS 13,Smartphone,96,Dell,"Paperback, 198 pages",Inspirational fiction,gym|lightweight|bestseller,IMG0143
U0144,58,Male,"New York, US",Sneakers|Socks,Books,0.82,4.2,iPhone 14,Book,1484,Dell,"13-inch, i7, 16GB RAM",Comfortable running shoes,running|lightweight|gym,IMG0144
U0145,26,Female,"Mumbai, IN",Sneakers,Electronics|Apparel,0.72,4.0,Nike Air Max 270,Headphones,247,Harper,"OLED display, 128GB storage",Premium headphones,bestseller|lightweight|gym,IMG0145
U0146,54,Female,"New York, US",Laptop,Apparel,0.7,4.7,The Alchemist,Book,792,Dell,"OLED display, 128GB storage",Advanced smartphone,lightweight|gym,IMG0146
U0147,26,Male,"Sydney, AU",Mouse|Smartphone|Socks,Electronics|Books,0.56,4.3,Dell XPS 13,Sneakers,1198,Sony,"Cushioned, breathable",Advanced smartphone,lightweight,IMG0147
U0148,40,Female,"Mumbai, IN",Headphones|Sneakers|Socks,Footwear|Electronics,0.83,4.4,iPhone 14,Book,1186,Nike,"Paperback, 198 pages",Inspirational fiction,gym|lightweight,IMG0148
U0149,47,Male,"Sydney, AU",Smartphone|Sneakers|Socks,Footwear|Books,0.73,3.6,iPhone 14,Sneakers,422,Dell,"Cushioned, breathable",Inspirational fiction,bestseller|premium|running,IMG0149
U0150,34,Male,"New York, US",Book|Sneakers,Electronics|Books,0.5,3.9,Sony WH-1000XM5,Laptop,95,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,running,IMG0150
U0151,57,Male,"Sydney, AU",Sneakers,Books,0.65,4.6,Sony WH-1000XM5,Smartphone,667,Sony,"Cushioned, breathable",Premium headphones,lightweight,IMG0151
U0152,19,Female,"Tokyo, JP",Sneakers|Laptop,Footwear|Books,0.84,3.6,Dell XPS 13,Book,1165,Sony,"Cushioned, breathable",High-performance laptop,bestseller|premium|running,IMG0152
U0153,50,Male,"Tokyo, JP",Mouse|Headphones|Socks,Gadgets|Electronics,0.8,4.1,iPhone 14,Headphones,290,Harper,"13-inch, i7, 16GB RAM",Inspirational fiction,running|bestseller,IMG0153
U0154,47,Male,"London, UK",Smartphone|Mouse,Apparel|Gadgets,0.82,4.9,Nike Air Max 270,Smartphone,181,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|gym,IMG0154
U0155,39,Male,"New York, US",Sneakers|Mouse,Electronics|Books,0.59,3.7,Sony WH-1000XM5,Smartphone,627,Nike,"Noise-cancelling, wireless",Comfortable running shoes,running,IMG0155
U0156,24,Female,"New York, US",Socks,Books,0.71,3.3,Dell XPS 13,Sneakers,601,Dell,"Paperback, 198 pages",Comfortable running shoes,lightweight,IMG0156
U0157,32,Male,"New York, US",Headphones|Mouse|Book,Footwear|Apparel,0.63,4.5,Nike Air Max 270,Headphones,34,Harper,"Noise-cancelling, wireless",Premium headphones,premium|running,IMG0157
U0158,29,Female,"Sydney, AU",Mouse|Socks,Books,0.64,3.0,Dell XPS 13,Laptop,1488,Apple,"OLED display, 128GB storage",Comfortable running shoes,bestseller|premium|running,IMG0158
U0159,34,Male,"Tokyo, JP",Mouse|Sneakers,Apparel,0.77,4.3,Dell XPS 13,Book,337,Sony,"13-inch, i7, 16GB RAM",High-performance laptop,premium|gym,IMG0159
U0160,39,Female,"Sydney, AU",Book|Laptop|Headphones,Footwear|Gadgets,0.8,4.4,Sony WH-1000XM5,Sneakers,1063,Sony,"Cushioned, breathable",Inspirational fiction,gym,IMG0160
U0161,31,Male,"New York, US",Smartphone,Apparel,0.76,4.5,Sony WH-1000XM5,Smartphone,531,Sony,"Cushioned, breathable",Comfortable running shoes,running,IMG0161
U0162,59,Male,"New York, US",Book|Socks|Mouse,Electronics|Books,0.76,4.1,Nike Air Max 270,Laptop,991,Harper,"OLED display, 128GB storage",High-performance laptop,bestseller|gym,IMG0162
U0163,36,Female,"Sydney, AU",Socks|Laptop,Apparel,0.9,4.4,iPhone 14,Sneakers,90,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,running|lightweight|bestseller,IMG0163
U0164,50,Female,"Mumbai, IN",Book|Mouse,Gadgets|Footwear,0.65,3.6,iPhone 14,Laptop,294,Nike,"Noise-cancelling, wireless",Premium headphones,running,IMG0164
U0165,25,Male,"Mumbai, IN",Sneakers|Socks|Headphones,Gadgets,0.86,3.7,The Alchemist,Smartphone,840,Dell,"Cushioned, breathable",Advanced smartphone,running|lightweight,IMG0165
U0166,39,Female,"London, UK",Headphones,Footwear,0.79,4.3,Nike Air Max 270,Sneakers,1209,Dell,"Noise-cancelling, wireless",Inspirational fiction,lightweight|bestseller,IMG0166
U0167,29,Male,"Sydney, AU",Socks,Electronics|Books,0.84,4.4,Sony WH-1000XM5,Book,1167,Sony,"OLED display, 128GB storage",Comfortable running shoes,lightweight|premium|bestseller,IMG0167
U0168,37,Female,"New York, US",Sneakers|Socks,Gadgets|Electronics,0.67,3.4,iPhone 14,Headphones,647,Apple,"Cushioned, breathable",Inspirational fiction,running|lightweight,IMG0168
U0169,59,Female,"New York, US",Sneakers|Book,Gadgets,0.87,4.0,Nike Air Max 270,Sneakers,861,Nike,"Cushioned, breathable",Advanced smartphone,gym|premium,IMG0169
U0170,22,Male,"Sydney, AU",Laptop,Footwear|Gadgets,0.68,4.8,Dell XPS 13,Book,1011,Sony,"13-inch, i7, 16GB RAM",Premium headphones,running,IMG0170
U0171,43,Female,"Tokyo, JP",Book|Headphones|Socks,Footwear|Gadgets,0.68,4.0,Dell XPS 13,Book,40,Sony,"Cushioned, breathable",Inspirational fiction,bestseller|lightweight,IMG0171
U0172,56,Male,"Tokyo, JP",Socks|Laptop|Book,Apparel|Books,0.67,4.1,The Alchemist,Book,198,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller|running,IMG0172
U0173,36,Female,"Sydney, AU",Headphones|Book|Mouse,Footwear|Gadgets,0.81,3.8,Dell XPS 13,Book,347,Dell,"Paperback, 198 pages",Premium headphones,lightweight|premium,IMG0173
U0174,53,Female,"London, UK",Headphones|Socks|Laptop,Gadgets,0.83,4.4,Dell XPS 13,Smartphone,484,Dell,"Paperback, 198 pages",Inspirational fiction,lightweight|running|gym,IMG0174
U0175,40,Male,"Mumbai, IN",Socks|Laptop,Apparel|Gadgets,0.63,3.2,The Alchemist,Sneakers,1251,Sony,"OLED display, 128GB storage",Premium headphones,gym|lightweight|running,IMG0175
U0176,55,Male,"Sydney, AU",Mouse|Smartphone,Gadgets,0.69,3.7,Sony WH-1000XM5,Sneakers,979,Dell,"Paperback, 198 pages",Comfortable running shoes,lightweight|premium|bestseller,IMG0176
U0177,19,Female,"Sydney, AU",Headphones|Laptop|Mouse,Gadgets|Electronics,0.79,4.0,iPhone 14,Headphones,345,Apple,"Noise-cancelling, wireless",High-performance laptop,premium,IMG0177
U0178,58,Male,"Mumbai, IN",Socks|Headphones,Apparel|Gadgets,0.7,4.2,iPhone 14,Smartphone,995,Harper,"13-inch, i7, 16GB RAM",Comfortable running shoes,gym|running|lightweight,IMG0178
U0179,40,Male,"New York, US",Smartphone|Sneakers,Footwear,0.67,4.2,Sony WH-1000XM5,Headphones,410,Harper,"Cushioned, breathable",Inspirational fiction,premium|gym,IMG0179
U0180,57,Female,"New York, US",Book|Mouse|Laptop,Apparel,0.74,4.0,The Alchemist,Smartphone,143,Dell,"OLED display, 128GB storage",Advanced smartphone,premium|gym,IMG0180
U0181,33,Male,"London, UK",Laptop,Books|Apparel,0.55,3.0,iPhone 14,Laptop,1140,Sony,"Paperback, 198 pages",Comfortable running shoes,gym,IMG0181
U0182,40,Male,"New York, US",Laptop,Books|Apparel,0.74,3.3,iPhone 14,Book,910,Sony,"13-inch, i7, 16GB RAM",Advanced smartphone,gym,IMG0182
U0183,47,Male,"London, UK",Smartphone|Headphones,Apparel|Books,0.69,3.9,The Alchemist,Smartphone,211,Sony,"Noise-cancelling, wireless",High-performance laptop,premium|lightweight,IMG0183
U0184,45,Female,"London, UK",Mouse,Gadgets,0.67,3.1,Dell XPS 13,Headphones,1108,Apple,"OLED display, 128GB storage",High-performance laptop,gym|running,IMG0184
U0185,22,Male,"Sydney, AU",Mouse,Footwear|Apparel,0.87,4.4,Nike Air Max 270,Smartphone,334,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,premium|gym|bestseller,IMG0185
U0186,51,Female,"London, UK",Laptop,Apparel,0.65,5.0,The Alchemist,Laptop,573,Dell,"Cushioned, breathable",Premium headphones,lightweight|gym,IMG0186
U0187,45,Male,"Tokyo, JP",Headphones|Book,Electronics|Apparel,0.75,4.7,Nike Air Max 270,Smartphone,572,Sony,"13-inch, i7, 16GB RAM",High-performance laptop,running|lightweight,IMG0187
U0188,32,Female,"Tokyo, JP",Mouse|Smartphone|Socks,Apparel,0.83,3.8,Nike Air Max 270,Smartphone,837,Harper,"Paperback, 198 pages",High-performance laptop,bestseller|gym,IMG0188
U0189,43,Male,"Tokyo, JP",Book|Laptop|Sneakers,Books|Apparel,0.87,3.5,Dell XPS 13,Book,967,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|running|gym,IMG0189
U0190,32,Female,"London, UK",Mouse|Book,Apparel,0.83,4.2,Dell XPS 13,Laptop,254,Nike,"Paperback, 198 pages",Inspirational fiction,bestseller|premium,IMG0190
U0191,19,Male,"New York, US",Smartphone|Socks|Sneakers,Footwear,0.72,4.5,Dell XPS 13,Book,337,Harper,"Cushioned, breathable",Advanced smartphone,premium,IMG0191
U0192,36,Female,"Sydney, AU",Sneakers|Laptop|Socks,Books|Electronics,0.74,4.0,Dell XPS 13,Book,771,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,premium|bestseller,IMG0192
U0193,50,Male,"New York, US",Headphones,Books|Apparel,0.59,4.3,iPhone 14,Sneakers,20,Nike,"OLED display, 128GB storage",High-performance laptop,bestseller|premium|gym,IMG0193
U0194,45,Male,"New York, US",Smartphone|Book,Gadgets|Books,0.8,3.5,The Alchemist,Laptop,408,Apple,"Paperback, 198 pages",Inspirational fiction,gym|lightweight,IMG0194
U0195,60,Male,"Sydney, AU",Sneakers,Apparel|Electronics,0.66,4.7,Dell XPS 13,Smartphone,1280,Nike,"13-inch, i7, 16GB RAM",Premium headphones,running,IMG0195
U0196,45,Male,"New York, US",Sneakers|Headphones,Footwear|Apparel,0.89,4.5,iPhone 14,Laptop,687,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,premium|bestseller|gym,IMG0196
U0197,53,Female,"Tokyo, JP",Socks,Gadgets,0.5,4.7,Nike Air Max 270,Book,777,Harper,"Cushioned, breathable",Advanced smartphone,premium|gym,IMG0197
U0198,18,Male,"Sydney, AU",Headphones|Sneakers|Book,Electronics|Gadgets,0.83,3.8,Dell XPS 13,Laptop,505,Nike,"13-inch, i7, 16GB RAM",Premium headphones,running|premium,IMG0198
U0199,39,Male,"Tokyo, JP",Socks|Sneakers|Smartphone,Footwear,0.77,5.0,iPhone 14,Laptop,216,Harper,"13-inch, i7, 16GB RAM",Premium headphones,gym,IMG0199
U0200,25,Male,"London, UK",Smartphone,Electronics,0.52,3.5,Dell XPS 13,Laptop,997,Nike,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|gym,IMG0200
U0201,38,Male,"London, UK",Mouse,Footwear,0.89,3.4,Sony WH-1000XM5,Book,252,Dell,"OLED display, 128GB storage",Inspirational fiction,bestseller|gym,IMG0201
U0202,24,Male,"New York, US",Headphones|Socks|Smartphone,Books|Electronics,0.87,4.5,The Alchemist,Headphones,326,Dell,"13-inch, i7, 16GB RAM",Advanced smartphone,running|bestseller|gym,IMG0202
U0203,56,Female,"Sydney, AU",Mouse,Footwear,0.68,3.7,iPhone 14,Smartphone,242,Sony,"Cushioned, breathable",Advanced smartphone,gym|bestseller,IMG0203
U0204,54,Female,"London, UK",Smartphone|Socks,Electronics,0.53,3.9,Sony WH-1000XM5,Book,1159,Apple,"OLED display, 128GB storage",Comfortable running shoes,gym,IMG0204
U0205,24,Female,"New York, US",Socks|Book,Books|Apparel,0.51,3.7,The Alchemist,Smartphone,1282,Dell,"OLED display, 128GB storage",Advanced smartphone,gym,IMG0205
U0206,51,Male,"London, UK",Book|Mouse|Laptop,Footwear,0.59,4.0,Dell XPS 13,Headphones,46,Sony,"Noise-cancelling, wireless",High-performance laptop,gym|bestseller|premium,IMG0206
U0207,26,Female,"Tokyo, JP",Headphones|Sneakers|Mouse,Electronics|Gadgets,0.69,3.1,iPhone 14,Smartphone,1302,Apple,"OLED display, 128GB storage",Comfortable running shoes,running,IMG0207
U0208,50,Female,"Sydney, AU",Book,Apparel,0.54,3.9,The Alchemist,Book,133,Nike,"13-inch, i7, 16GB RAM",Premium headphones,lightweight,IMG0208
U0209,55,Male,"Tokyo, JP",Mouse|Book|Headphones,Gadgets,0.52,3.1,Sony WH-1000XM5,Smartphone,554,Dell,"Paperback, 198 pages",Inspirational fiction,premium|running,IMG0209
U0210,50,Female,"Mumbai, IN",Socks,Books|Gadgets,0.61,4.4,iPhone 14,Book,567,Dell,"Paperback, 198 pages",Comfortable running shoes,bestseller|lightweight|running,IMG0210
U0211,48,Female,"London, UK",Headphones|Book|Sneakers,Books|Footwear,0.87,3.4,The Alchemist,Sneakers,108,Harper,"Paperback, 198 pages",Inspirational fiction,bestseller|premium|running,IMG0211
U0212,25,Female,"New York, US",Socks|Mouse|Sneakers,Apparel|Footwear,0.7,4.7,The Alchemist,Sneakers,1401,Harper,"Paperback, 198 pages",Advanced smartphone,premium,IMG0212
U0213,38,Male,"Mumbai, IN",Mouse,Footwear|Electronics,0.69,4.9,Dell XPS 13,Laptop,774,Harper,"Noise-cancelling, wireless",High-performance laptop,bestseller,IMG0213
U0214,21,Male,"Mumbai, IN",Socks|Headphones,Footwear,0.62,4.0,iPhone 14,Sneakers,977,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight,IMG0214
U0215,55,Female,"London, UK",Book|Laptop|Headphones,Gadgets|Apparel,0.5,3.3,Nike Air Max 270,Book,994,Nike,"OLED display, 128GB storage",High-performance laptop,premium,IMG0215
U0216,18,Female,"New York, US",Book|Socks|Mouse,Books,0.88,4.6,iPhone 14,Headphones,1120,Harper,"Paperback, 198 pages",Advanced smartphone,gym|premium|running,IMG0216
U0217,50,Male,"London, UK",Headphones|Mouse,Gadgets,0.6,3.2,Nike Air Max 270,Sneakers,824,Nike,"13-inch, i7, 16GB RAM",Advanced smartphone,lightweight|gym,IMG0217
U0218,37,Female,"Mumbai, IN",Sneakers|Smartphone|Socks,Apparel,0.87,4.8,Sony WH-1000XM5,Headphones,468,Harper,"Paperback, 198 pages",High-performance laptop,lightweight,IMG0218
U0219,39,Male,"London, UK",Book|Sneakers|Laptop,Apparel|Books,0.81,5.0,iPhone 14,Sneakers,808,Apple,"Paperback, 198 pages",Advanced smartphone,premium|bestseller|lightweight,IMG0219
U0220,52,Female,"Tokyo, JP",Socks,Gadgets|Footwear,0.84,3.0,The Alchemist,Sneakers,419,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,premium|gym,IMG0220
U0221,53,Female,"Mumbai, IN",Book,Electronics|Apparel,0.8,3.5,Nike Air Max 270,Book,1058,Apple,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|gym|premium,IMG0221
U0222,40,Female,"Mumbai, IN",Socks,Electronics|Gadgets,0.73,3.7,iPhone 14,Headphones,1344,Sony,"Cushioned, breathable",High-performance laptop,bestseller|gym|lightweight,IMG0222
U0223,49,Female,"New York, US",Sneakers,Books,0.61,3.3,Nike Air Max 270,Headphones,697,Apple,"Cushioned, breathable",Comfortable running shoes,running|bestseller,IMG0223
U0224,25,Female,"Sydney, AU",Laptop,Gadgets|Books,0.78,3.3,Dell XPS 13,Smartphone,377,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller,IMG0224
U0225,44,Female,"Tokyo, JP",Mouse,Gadgets|Apparel,0.73,4.0,iPhone 14,Sneakers,484,Sony,"Paperback, 198 pages",High-performance laptop,premium,IMG0225
U0226,25,Female,"New York, US",Book|Smartphone|Sneakers,Books,0.7,4.9,The Alchemist,Smartphone,157,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller|gym|lightweight,IMG0226
U0227,52,Female,"Mumbai, IN",Sneakers|Laptop,Books,0.52,3.9,Dell XPS 13,Book,509,Apple,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|gym,IMG0227
U0228,38,Male,"New York, US",Headphones|Sneakers,Footwear|Books,0.74,3.5,iPhone 14,Book,734,Nike,"Paperback, 198 pages",Inspirational fiction,gym,IMG0228
U0229,39,Female,"New York, US",Smartphone,Apparel,0.63,4.4,Dell XPS 13,Laptop,881,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,premium,IMG0229
U0230,60,Female,"Tokyo, JP",Sneakers|Book,Electronics|Apparel,0.89,3.7,Nike Air Max 270,Smartphone,553,Nike,"Noise-cancelling, wireless",Advanced smartphone,premium|bestseller|gym,IMG0230
U0231,53,Female,"Tokyo, JP",Smartphone|Headphones,Gadgets,0.72,3.8,Dell XPS 13,Laptop,1058,Harper,"13-inch, i7, 16GB RAM",High-performance laptop,running,IMG0231
U0232,32,Female,"London, UK",Sneakers|Book,Books|Electronics,0.8,4.6,The Alchemist,Sneakers,155,Harper,"13-inch, i7, 16GB RAM",Inspirational fiction,running,IMG0232
U0233,53,Male,"Sydney, AU",Headphones|Smartphone|Laptop,Electronics|Gadgets,0.87,3.8,Nike Air Max 270,Smartphone,569,Sony,"OLED display, 128GB storage",Advanced smartphone,running|bestseller,IMG0233
U0234,53,Male,"Sydney, AU",Mouse|Laptop|Headphones,Gadgets|Electronics,0.59,4.9,Sony WH-1000XM5,Sneakers,1228,Dell,"Paperback, 198 pages",Advanced smartphone,lightweight,IMG0234
U0235,42,Male,"Tokyo, JP",Headphones|Mouse|Smartphone,Gadgets|Footwear,0.63,4.1,The Alchemist,Book,216,Dell,"13-inch, i7, 16GB RAM",Premium headphones,bestseller|running,IMG0235
U0236,53,Male,"New York, US",Smartphone,Books,0.81,4.7,Dell XPS 13,Book,1274,Dell,"Cushioned, breathable",Comfortable running shoes,lightweight|running|premium,IMG0236
U0237,26,Male,"Sydney, AU",Laptop,Electronics|Gadgets,0.77,3.4,The Alchemist,Headphones,472,Dell,"13-inch, i7, 16GB RAM",Premium headphones,gym|premium,IMG0237
U0238,59,Female,"Sydney, AU",Book|Headphones|Laptop,Electronics|Books,0.87,4.3,Dell XPS 13,Book,872,Apple,"Noise-cancelling, wireless",Inspirational fiction,lightweight|bestseller|premium,IMG0238
U0239,60,Female,"London, UK",Sneakers|Socks,Gadgets|Apparel,0.8,4.5,The Alchemist,Book,197,Nike,"13-inch, i7, 16GB RAM",Premium headphones,running|lightweight,IMG0239
U0240,36,Female,"London, UK",Sneakers|Laptop,Apparel,0.85,4.9,iPhone 14,Sneakers,1331,Harper,"Noise-cancelling, wireless",High-performance laptop,gym,IMG0240
U0241,30,Male,"Sydney, AU",Mouse|Socks,Electronics|Gadgets,0.5,4.4,Nike Air Max 270,Book,1272,Apple,"Cushioned, breathable",Advanced smartphone,running|premium,IMG0241
U0242,31,Female,"Sydney, AU",Headphones|Sneakers,Apparel,0.6,4.1,Sony WH-1000XM5,Book,645,Apple,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|gym,IMG0242
U0243,20,Female,"Mumbai, IN",Smartphone|Book|Sneakers,Books|Footwear,0.58,4.2,Nike Air Max 270,Laptop,1169,Apple,"Noise-cancelling, wireless",Inspirational fiction,premium,IMG0243
U0244,37,Female,"Mumbai, IN",Laptop|Headphones|Socks,Gadgets,0.89,4.1,Dell XPS 13,Book,1149,Sony,"Cushioned, breathable",Comfortable running shoes,gym|lightweight,IMG0244
U0245,41,Female,"Sydney, AU",Mouse|Socks,Apparel,0.74,4.9,Nike Air Max 270,Sneakers,72,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,gym|premium|bestseller,IMG0245
U0246,55,Male,"Mumbai, IN",Headphones|Sneakers|Laptop,Electronics|Books,0.8,4.8,iPhone 14,Book,643,Dell,"Cushioned, breathable",High-performance laptop,gym|bestseller|running,IMG0246
U0247,39,Female,"New York, US",Laptop|Smartphone,Books|Apparel,0.53,4.2,The Alchemist,Laptop,1288,Sony,"Paperback, 198 pages",Inspirational fiction,bestseller|lightweight|running,IMG0247
U0248,41,Female,"Tokyo, JP",Smartphone,Footwear,0.7,3.6,The Alchemist,Smartphone,1111,Dell,"Paperback, 198 pages",Inspirational fiction,lightweight|running,IMG0248
U0249,27,Male,"London, UK",Smartphone|Laptop,Gadgets|Books,0.8,3.7,Nike Air Max 270,Smartphone,797,Apple,"OLED display, 128GB storage",Premium headphones,gym|running|premium,IMG0249
U0250,36,Female,"London, UK",Socks,Books,0.69,3.9,The Alchemist,Sneakers,490,Sony,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight,IMG0250
U0251,58,Female,"Mumbai, IN",Laptop|Smartphone|Mouse,Electronics|Gadgets,0.79,4.2,iPhone 14,Laptop,1236,Dell,"Noise-cancelling, wireless",Comfortable running shoes,lightweight|running,IMG0251
U0252,43,Female,"Mumbai, IN",Smartphone,Footwear|Gadgets,0.52,4.5,iPhone 14,Headphones,752,Sony,"Cushioned, breathable",Comfortable running shoes,running,IMG0252
U0253,49,Female,"Sydney, AU",Smartphone|Socks,Footwear|Gadgets,0.84,3.4,iPhone 14,Laptop,880,Apple,"OLED display, 128GB storage",Comfortable running shoes,running|bestseller,IMG0253
U0254,20,Female,"Mumbai, IN",Sneakers,Footwear|Books,0.59,4.6,The Alchemist,Book,929,Harper,"Noise-cancelling, wireless",Advanced smartphone,premium,IMG0254
U0255,38,Female,"London, UK",Book|Laptop|Headphones,Gadgets|Apparel,0.5,4.6,The Alchemist,Laptop,1492,Apple,"13-inch, i7, 16GB RAM",High-performance laptop,bestseller,IMG0255
U0256,48,Female,"New York, US",Mouse|Sneakers|Smartphone,Apparel,0.54,3.4,Nike Air Max 270,Headphones,38,Dell,"Cushioned, breathable",Comfortable running shoes,premium|lightweight,IMG0256
U0257,56,Male,"London, UK",Mouse|Headphones,Apparel,0.54,4.3,iPhone 14,Headphones,377,Sony,"Noise-cancelling, wireless",High-performance laptop,running|premium,IMG0257
U0258,41,Male,"Mumbai, IN",Smartphone|Mouse|Book,Electronics|Gadgets,0.54,4.4,Sony WH-1000XM5,Smartphone,1359,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,premium,IMG0258
U0259,59,Male,"Mumbai, IN",Laptop,Electronics|Books,0.7,3.1,Dell XPS 13,Smartphone,874,Dell,"Noise-cancelling, wireless",Advanced smartphone,premium|running,IMG0259
U0260,29,Male,"New York, US",Mouse|Socks,Gadgets|Footwear,0.55,3.2,Dell XPS 13,Laptop,1196,Harper,"13-inch, i7, 16GB RAM",Inspirational fiction,running|lightweight,IMG0260
U0261,38,Male,"Sydney, AU",Socks|Smartphone|Headphones,Gadgets|Footwear,0.72,3.5,Nike Air Max 270,Sneakers,1154,Harper,"Cushioned, breathable",Inspirational fiction,lightweight|premium|bestseller,IMG0261
U0262,41,Male,"Sydney, AU",Book,Footwear,0.75,3.5,The Alchemist,Book,419,Apple,"Cushioned, breathable",Premium headphones,bestseller|premium,IMG0262
U0263,46,Male,"Sydney, AU",Sneakers|Socks,Apparel,0.86,4.6,Nike Air Max 270,Smartphone,1321,Harper,"OLED display, 128GB storage",High-performance laptop,lightweight|premium,IMG0263
